driver_id,person_key,creation_rule,lead_events_count,action,status,error
5dc786c066ac47cbaa1d71a3baf4ba28,8e7527ff-ea16-4c68-bdfd-78eb4f6c4d97,R1_PHONE_EXACT,0,quarantined,quarantined,
b343fe8e69484a2e9548b9c8d2aa2608,2963392d-3ad9-408e-8d48-4a606740afde,R2_LICENSE_EXACT,0,quarantined,quarantined,
3ab1fa1f6dc2492faf3d1d683652cecc,e62d0c36-5c8f-4dd5-9f39-732b3c9cdf3a,R1_PHONE_EXACT,0,quarantined,quarantined,
7961ba53c6344247bbd39f6f66a3cc3f,c3a6dbe2-a417-4fd3-aa70-f23ddfafe9c6,R1_PHONE_EXACT,0,quarantined,quarantined,
7e75faaf92fc4befacc51b8c467feeca,f7464ad0-cbbd-4fdf-b44c-f15660505334,R1_PHONE_EXACT,0,quarantined,quarantined,
77394d6f866243a386a1432df7617c59,c5c34c8b-7f52-401b-bb41-c454ed0f21d7,R1_PHONE_EXACT,0,quarantined,quarantined,
515041194f314107b5772148c0da2890,35f9f1f8-af65-490d-ba75-c370205dbd44,R1_PHONE_EXACT,0,quarantined,quarantined,
b0c973048d8a4a5fb16a012e81769dc3,ff6a3e58-8d7d-481e-88cb-b25e63298865,R1_PHONE_EXACT,0,quarantined,quarantined,
c84ba34a45f64eb6b0e31fe47bf815c1,f9c44522-d710-4e22-83b2-2bf3247e2c08,R1_PHONE_EXACT,0,quarantined,quarantined,
2ac245faf628433b947b0089a2499a0f,b957dec0-cfa9-4096-a5e5-e626bf1e6370,R1_PHONE_EXACT,0,quarantined,quarantined,
a32d25506f5d4ddf83d5864ad6e6819a,fc06f923-d3e7-436f-a22f-968ff5ff9439,R1_PHONE_EXACT,0,quarantined,quarantined,
d2360b9baee04ae1b91d59d4c38f8f64,7820444f-a807-4671-947c-753a182ca736,R1_PHONE_EXACT,0,quarantined,quarantined,
b3fe658a2be745f58a140c91d1d2b3a4,6fbd6e0f-9411-4b14-84ed-830d3f4ba092,R1_PHONE_EXACT,0,quarantined,quarantined,
39f5b849565b4621ac53ba29a0963669,8940c45e-d36f-4f97-8c5f-497e90079be4,R1_PHONE_EXACT,0,quarantined,quarantined,
337ea853d03048c0863b370636c052f9,bbdb41dd-8161-4cf7-b0f9-401434f45175,R1_PHONE_EXACT,0,quarantined,quarantined,
4bb191abfe9e468ba93ddcf08ec9195a,adf15ad4-acb2-4fa9-9bfb-849cc7896cb2,R1_PHONE_EXACT,0,quarantined,quarantined,
0df3cff7aa9e4eb9b372593d2b54750d,2eadb5b6-ea31-481c-89d5-8796f4619dab,R1_PHONE_EXACT,0,quarantined,quarantined,
fc0a2cc7dcd444bbb7379791f943da1b,6584b5d6-c0a0-4c76-a2a7-2142331d69bd,R1_PHONE_EXACT,0,quarantined,quarantined,
848fa315e38f481885ef052f5296203e,8a9cbc95-2363-4517-9de5-b29aab528fa7,R1_PHONE_EXACT,0,quarantined,quarantined,
3f3cd2c366c3449aadce2bc6d02e09c6,9fcd3d8b-f9af-45ac-a3f6-8f2688ef104c,R1_PHONE_EXACT,0,quarantined,quarantined,
9ad83efdcbe546a1959df147470d3303,630b4fcf-114e-4eee-b9f8-d05918493ec6,R1_PHONE_EXACT,0,quarantined,quarantined,
25a67ef5b7c5437d8c14ccbe37c9b07f,e9203934-5019-4606-9bb1-a19c9cca0ae8,R1_PHONE_EXACT,0,quarantined,quarantined,
36eab0de3bdc40dfa8e68b586b55c6e0,c02cafc5-4ee4-413b-9fb3-b0ed34a3651c,R1_PHONE_EXACT,0,quarantined,quarantined,
bf87231ec28549f592735917808edaaf,64efbac7-2050-42d6-9f0c-5fb5dd54d7cd,R1_PHONE_EXACT,0,quarantined,quarantined,
e31971d002fa4ad09adfd11a6e94ec24,1624177e-8b36-49f7-a1e6-5e812605917c,R1_PHONE_EXACT,0,quarantined,quarantined,
b59e41f86bdc4d2cb5f95351d173d20a,a3c81b58-ebb9-4e8f-8f7c-83e29dbe169e,R1_PHONE_EXACT,0,quarantined,quarantined,
e1ba4d06ea474195ab6b1a81b78cda7a,2e575992-58d4-446c-9c44-9bd7a0a2ca2e,R1_PHONE_EXACT,0,quarantined,quarantined,
9453063578c74193a60e81ef5ca15e89,b1f8f61b-f822-4e53-bf1a-f951b6433f1e,R1_PHONE_EXACT,0,quarantined,quarantined,
2482a909920d4df6b32dc45b0457cca8,f7a01d7a-0a70-4a80-88e3-58d2cb05dc49,R1_PHONE_EXACT,0,quarantined,quarantined,
647ee21db1564786b045eadd9df9811c,e78f023d-24c1-46ed-9bea-7acb49be499b,R1_PHONE_EXACT,0,quarantined,quarantined,
a26da5abe50f48ae98ceef53b6b8057e,9247a2b6-aaaa-49ed-b1bd-9e476ab64bea,R1_PHONE_EXACT,0,quarantined,quarantined,
020ce4bd5b66482e8cd978a2aac4b2be,9862bfb2-674b-4ad3-806f-ff447ca0832a,R1_PHONE_EXACT,0,quarantined,quarantined,
88b0e3b2a9964bd5b2bd07cdd1197087,b23c9976-85bb-4883-b8d1-2fdc7e0e1177,R1_PHONE_EXACT,0,quarantined,quarantined,
0f9e5c1c4f5d49f2ae041647fe890b37,d652a930-64c9-4f0c-80a0-e559605d20b8,R1_PHONE_EXACT,0,quarantined,quarantined,
e95dc70a7c074ca191beb74c04e1c4ff,8d6180db-a286-4fd3-bd09-82ad09235b0f,R1_PHONE_EXACT,0,quarantined,quarantined,
325210fd304847ecba4574958b7c1553,b296019e-017c-4fc3-b98c-f754aa2e46b3,R2_LICENSE_EXACT,0,quarantined,quarantined,
af93663b78f046b0af2f5c55f45efe85,3de37554-6b05-4dc8-98df-15d48d64b905,R1_PHONE_EXACT,0,quarantined,quarantined,
38861ad5d11f4bbab245878d5ffaf114,bcb5eb87-33b0-4117-a3f3-b6ffa28d4ef6,R1_PHONE_EXACT,0,quarantined,quarantined,
e8dd25c174c54882aebdce75e203cc2d,9591cebc-5911-43cc-acab-0e5cdbf03089,R1_PHONE_EXACT,0,quarantined,quarantined,
6bfdef4546514cf0827a8eb3bac61c36,717a69be-ca64-4486-9a58-fabd6abb87d8,R1_PHONE_EXACT,0,quarantined,quarantined,
d5f093d44d6c49318e7edaeabc5f27d9,ebe5cccb-0c99-4df0-9719-65a25129b297,R1_PHONE_EXACT,0,quarantined,quarantined,
cc07b9176f87466cb73639e8f79a8368,c63b0e1e-4803-4145-9894-96306bbb7ca4,R1_PHONE_EXACT,0,quarantined,quarantined,
afe2732e6ce84b38b14c7dff5ab3a145,0e83cc3b-0dff-4048-b4a1-c93567c04832,R1_PHONE_EXACT,0,quarantined,quarantined,
fd22c061e8e8411e93fbd94a1f58fa9b,b88a4749-3882-4530-b832-2ac009b4f551,R1_PHONE_EXACT,0,quarantined,quarantined,
5890b481409445e3ba6379875f5369fe,8a8eb4ce-bac3-488d-8499-f3afb9d83abd,R1_PHONE_EXACT,0,quarantined,quarantined,
4c511d24f3f549ac82f8b06b17eb2697,8e571788-0f3b-4c58-8f2b-776501120db4,R1_PHONE_EXACT,0,quarantined,quarantined,
7c9470d4c7bd4544afd480d45d46ad3a,412d4d25-68dd-471e-b2f3-9e612ce8e750,R1_PHONE_EXACT,0,quarantined,quarantined,
bf8564881b5a49208829d0d40df26bf7,14fd0019-78a7-40c5-8d56-84755534d2b1,R1_PHONE_EXACT,0,quarantined,quarantined,
9deebbcdf16c48f4a01da5163209fcbe,aa660637-faff-441a-84f3-5100a80b2850,R1_PHONE_EXACT,0,quarantined,quarantined,
